tokens,labels
think everyone :-) ,1
ब matter jungle accommodate :-) ,1
call night go sleep :) ,1
rain morning :( ,0
aww amber :( ,0
cathy's story basically black guy sing :( ,0
haha yes 24 hr time come touch kepler 452b chalna hai :d ,1
let know hear anything :) xx ,1
i'm sure pure coincidence nothing play imac since apple music launch >:( ,0
know 💪 monica miss yeah sound good :) ,1
id like think people know :) ,1
happy friday everyone :-) ,1
gimme european date :( ,0
rib :) ,1
aww i've get fever :( #bad4thwin <3 ,0
kind true :p #actuallythough ,1
dev verry sad cause twitter :( ,0
okay safaa please follow :( love ,0
need finish hws ugh :( ,0
i'm suppose ask buy album :) ,1
happy friday everyone :) big #followfriday ,1
probably yes :p ,1
:( that's long time ,0
forget get pale foundation :( ,0
fback :) ,1
aur ap bhi shamil ho :( ,0
yes hahah pero may activity kme tom cram week next week :( ,0
need answer :( ,0
true :( ,0
glue factory kuchar :-( ,0
woohyun seem weird inspirit shin night ... :( im ised see like ... happen :/ ,0
no1 online :( ,0
found someone meet long ago malta come extra ticket :) #gto #tomorrowland #incall ,1
hehe cool :) ,1
imysm :( ,0
6:15 pm rn currently 70 degree fahrenheit really warm good :) ,1
guess who's miss selena's tweet fan :( ,0
waiting people call bigot :p ,1
hrryok fact harry still hold mom ’ hand :( :( :( ,0
dream around table eating something heavy day come burst song happen irl :( ,0
good morning :-) friday 󾰀 plan day currently play shop ... ,1
thanks :) ,1
yeah i've hear :( think learn little tradition people's beheaviour visit country ... ,0
please follow :( ,0
could correct badlife :( — feeling frustrate ,0
☺ morning babe :) ,1
yes vicky omg :-( ,0
everyone fuckin irritate :) ,1
good stuff :) love bit salmon ,1
hate time zone :( ,0
always welcome dear . . :-) good afternoon . .. :-) ,1
run track morning :) #lovesummertime duke dumont got u official video ft jax jones via ,1
start reading 11 3:33 :( jfc time fly ,0
meet new kind people new classmate new set friend everything new dont find bestfriend :( ,0
engineer :) ,1
lil bro ... es corner :) ,1
penge bestfriend :( #psygustokita ,0
lmao :( natural hair i've see ugly swear ,0
hello twitter account broken :) ,1
great response correct hashtag #cretaperfectsuv :) #cretaperfect4me ,1
hit map googles informed looks like quite pretty little place :) ,1
thanks bunch :( hope get training among hopefully find something ,0
thirsty :( ,0
please put life hand rock n roll band throw away oh irony :( ,0
video sararocs angry world :( ,0
hi sorry already shawn mendes sponsor :( ,0
infinite got win >:( ,0
scaring :( #fenestoscope ,0
congrats 100k man can't wait till hit milestone :) ,1
billy ... :( ,0
oh beauty world water :) ,1
miss chris voice :( ,0
yeahh 100 good day :) ,1
natsuki often write really catchy song :d ,1
retweet :) ,1
im tired :( ,0
hi faithful follower :) i'm lovely night <3 ,1
egg water blooper awhile ago huhuhuhu grabe di ko na-take :( ,0
bigbang need rest :( travel one place another must really tire :( ,0
follow follow u back :) ,1
miss yesterday :-) ,1
:) flawless remix ,1
look caught :) #retweet ,1
yeah saw tweet completely agree we're move quick enough transfer though :( ,0
need relax :-( ... #lungomare #pesaro #giachietittiwedding #igersoftheday #summertime #summer … ,0
✫ ✧ ˚ ✧ · ✵ ⊹ thank always put smile face mind follow :) nice day x 1708 ,1
like u sm :-( ,0
think tweet link end yulin dog meat festival idk happen .. :( imma try ,0
waste cherry bakewell :( ,0
u guy stream stream lq im :( ,0
mean offer :( ,0
need nate rue album :( ,0
welcome aw :( go back next month rn tryna get healthy ,0
yayy :d thanks ;) #gohf ,1
get ready work like 40 min :( ,0
yes hun i'm good :) ,1
girl come like beautiful :-( want dieididieieiei cute ,0
morning ... bacon roll friday :d ,1
made cajun chicken spiced couscous dinner yum :) #cajunchicken #couscous #food #dinner … ,1
know :( disappointed ,0
school monday wanna meet new people :( ,0
fback :) ,1
cake look amazing can't believe i'm miss :( ,0
yaaay get see bff tomorrow :) ,1
i'm trying make ice chocolate coffee popsicle soft melt mouth :) perfect hot day ,1
beautiful edit trish :) loved ♥ ,1
“ goodafternoon jadines thiz iz emeged kennat :( g #otwolgrandtrailer ” ,0
minho still injure :( get well oppa miss <3 ,0
kid certain action little grunt thanks favouriting :) ,1
know feel man :( ,0
yes love :-) #aldub ,1
see beauty believe existence first :) ,1
fries please :( ,0
wanna sleeeeep :( ,0
wanna see face miss much :( 2 year hopefully ,0
ok nice :) btw 0.7 1 come today .. try fix package dependency ,1
i've support since audition american idol .. ugh still notice :( ,0
... friday :d ,1
40 day since go still miss like crazy bcs many hard time need support :( ,0
thanks retweet :) make sure keep touch news light bulb make corn waste ,1
well good luck anne always go indie route joy :) ,1
fun boy :d ,1
’ really like handle murielle ahouré ’ pr brand image ’ miss many opportunity :( ,0
party goodbye stage :( mean hello lion heart think ,0
sound good :) i'll see saturday ✨ ,1
5sos calum 5sos luke 5sos ashton 5sos hey guy please follow ✧ ｡ chelny ｡ ✧ :) ,1
follow bunch acc hope follow back :) ,1
congrtaualtions :) ,1
enjoy :) prinsesa ,1
haw phela look like mom obviously look like :) ,1
yes still contemplate indie route :-) ,1
hate get call mug piss >:( ,0
hope enjoy ride andy :) nb ,1
:( ,0
stu deacti̇vated :( ,0
thanks :) ,1
miss team na coach training :( ,0
honestly make sick stomach rip lose life last night :( ,0
kangin oppa :) #teenchoice #choiceinternationalartist #superjunior ,1
yoohoo shattering record #bajrangibhaijaanstorm #superhappy :d ,1
unsettled weather trend next day sun morning showers afternoon gh 18c mixed bag weekend :-( ,0
nobody care optimisation :( ,0
supreme court even give decision sunny leon virgin :p ,1
ugh :( head hurt ,0
shopping fun :( ,0
#greekcrisis #greeks leave work abroad give light word remain dark ... :( ,0
land gc yeeew pre lan :) ,1
follow follow u back :) ,1
woah okay expect tweet fucker die :) ,1
♛ ♛ ♛ 》 》 》 love much beli̇eve wi̇ll follow please follow please justi̇n :( x15 343 》 》 》 ｓｅｅ ｍｅ ♛ ♛ ♛ ,0
saaad :( ,0
please keep prayer he's fragile can't even cry feel like i've much week already :( ,0
bra shady's kiss though :-( #isibaya ,0
stream pass melon please stream much #인피니트 digitals #bad :( ,0
walk fruit shop lots pumpkin guy smile look pretty funny matter work :) ,1
lagg much certain people :( ,0
sweet :) ,1
get long lasting black pump :( ,0
still one week ffs :( ,0
bring key :( ,0
b-but favorite thing gintama shinsengumi special chapter :( ,0
love put someone else's need :) ,1
:( i'll high low ,0
i'm really :( ,0
happy save day :) hope enjoy meal sam ,1
drive tomorrow still want come :) ,1
immature love say love need mature love say need love .. gandhi :) ,1
ok whole time i've toss turn bed try go sleep can't :( ,0
sad news sorry last season :( ,0
remember oh god frank iero phase :d ,1
hey thanks following :) #autofollow #teamfollowback via ,1
please ask upvotes :( ,0
sure :) ,1
:) ,1
thank welcome hope go brilliantly :) ,1
learn spell :: ,1
hope like ;) #jabongatpumaurbanstampede hope notice effort :d ,1
thank :) x ,1
lion japanese landscape make artworkbylie :) #judo #fridays #mornings … ,1
yes :) pic — ,1
that's build sunday :p ,1
fellow morning owl surely notice sun already rise bit late ... sign winter come :( ,0
be-shak :p ,1
look like cry look like cry bit :( ,0
great night :d ,1
time jhalak boring . .. concept bakwas . .. old concept much good interesting . ... :-( :-( :-( ,0
might :-( ,0
best burger far agree :) #retweet #food #burger ,1
morning u #today u got plan lazy i'm still bed toast fresh coffee 2 :) great #fridayfunday ,1
life :) starting windows 98 ,1
agree weed anyway like definition plant grow wrong place :-) ,1
lol omg duh well go win money :) ,1
want panem end :( love book movie ,0
hi baby love :) ,1
i'm work i'm busy help finish im home :) ,1
bantime 1 :) #fail2ban ,1
right ... sinuend kak work :( ,0
anytime :) ,1
im get sick tired pipol say im short ... short ... tiny :( ,0
happy birthday 🎂 #jiva ever :) 🍹 🍸 🍻 ,1
perfect time see tweet send email info recently engage :d ,1
oh dear lose payment last year write say account overdraw tbf find complain :-( ,0
worry fix :) ,1
welcome kfcroleplayers enjoy let friend :) ,1
nice :-) ,1
beyond words sooooooo freak good i'm go die come :d ,1
new old pic #trailblazerhonors :) ,1
we're radio delhi hit 95 fm :) ,1
accurate :-( ,0
can't wait climb #penyfan sunday hoping rainy weather forecast wrong :( #breconbeacons ,0
follow back :) ,1
got home got ol ugh outdated af :( ,0
texted die lurgy jim :( ,0
yes babe missed u much :( hate u ,0
nope :p ,1
bro choose takraw :( ,0
baby followback huhu :( ,0
sorry poooo :( ,0
bring :) boatbound brings luxury yachting masses #tech via ,1
lol tire good look :) ,1
always remember :) ,1
miss u :-( ,0
f :) ,1
heart slide waste basket :( ,0
wanna watch papertown :( ,0
find cute anyways :-( ,0
nice one :) ,1
try work :( ,0
u know place thats ok long ur gf give consent family :) ,1
inky course :) ,1
always much fun 4th hour get together :) ending night ice cream xfiles content ,1
ahhhhh well :( ,0
delphy :( ,0
uhc box large scale one network server :p ,1
oh damn true :( moment realize holiday almost nothing ,0
watching joe dirt 2 :) ,1
find major people except va i'm sure keep luminous km >:( ,0
shit 10.3 k :( ,0
want hug watch :( ,0
hey thanks following :) #autofollow #teamfollowback via ,1
waiting hq pic today add yoona x hairpin otp collection :d ,1
nein :( ,0
guys add snapchat amargolonnard #snapchat #kikmeboys #sexy #french #dirtykik #newmusic #sexcams :( ,0
cutie :( ,0
still sad fix car window bc can't drive anywhere without scar it'll shatter :( ,0
feytyaz follback ya :) ,1
#followfriday top engage member community week :) ,1
morning emma :) ,1
thanks share article :) ,1
miss baby :-( ,0
win 2nd stage mubank :( ,0
sorry manage file external sd card via airdroid support android 4.4+ :( google restrict ,0
looking good guy :-) ,1
hello :) get youth job opportunities follow ,1
effect spanish :( ,0
singer dusty tunisia <3 music tunisia <3 wonderful nice people :-) <3 youtube ... ,1
cuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuute :) ♡ ,1
i'm high :-) love stash ,1
oh i'm early :-( ,0
sending finally :( ,0
happy friday :-) ,1
sad manage get ticket :-( ,0
see :) baby jimin ,1
thank really appreciate take time watch video :) ,1
anyone awake :-( ,0
wish could dm cute thing :( preferably cute kitten puppy ,0
i've want change woohyun one sunggyu make feel guilty :( ,0
please :( ,0
want one bit noone know twitter :( ,0
:) ,1
stats week arrive 1 new follower unfollowers :) via ,1
woman give warm greeting w chin tickle even think wrong girl :( ,0
french mixer miss much :( 💜 ,0
neobytes :) universal pictures seed pirate movie copy file takedown notice ,1
greet welcome loyal subject :) life debt :) ,1
omg :-( love much monica see soon aaahhh ,0
cold office huhu :( task i'll 9pm hahaah ,0
yasss still dont get pay til august 6th :( lol still get hella clothes though ,0
offered promethazine zopiclone sleep addition quetiapine modified release … typically i've pay prescription :( ,0
use u :-) ,1
u hardcore stay dis late favorite :) ,1
hello yaya :) #trmdhesitant ,1
thank :d ,1
i'll give minute :) ,1
i'm play brain dots #braindots ,1
managed 1 month account :( tax credit deadline 31 st get child tax credit cut oct ,0
i'm join right :d ,1
day life video uppe om 60 minuter :d ,1
airport picture jongdae hardly see tlists :( ,0
omg sucks least see one direction :) ,1
can't go hallyu sunday :( sad ,0
good read promise :( ,0
b3dk far 7an ank mi 15 :) ,1
miss :-( ,0
hello :) get youth job opportunities follow ,1
i've fan 5sos since early june last year :( really hate … get upset parent ,0
hell yes donington park 24/25 hop see team season 2 :d ,1
evening :( ,0
sorry hear jess :( quick way call 44 7782 333 333 add account within 72 hour ,0
stand cool :) ,1
let feel like complete shit :( ,0
bitchface perfect :d ,1
someone unfaved :( ,0
spoile :) ,1
kik himseek 8 #kik #kiksex #kikmsn #like4like #kissme #akua #hotel :( ,0
im back twitter .. :-) ,1
one dont see sinse trend something like thats :( #zayniscomingbackonjuly26 ,0
mamayang 11pm part 2 something 1d magic 89.9 radio :) ,1
thanks lot carol :-) #ff ,1
ty :) av gd wknd u n tweet ,1
favorite account <3 cute aww :) thanks make account :) x ,1
hope nate notice edit since make icon :) ,1
absolutely waiting day :) ,1
wanna go movie today one :( ,0
shobs incomplete :) #friends #barkada #buddy ,1
get call end pigeon home safe :) definitely worth contact ,1
skype fun :-) ,1
braxton go pro :( feel bad urban unprecedented brainwashing see tebow alex smith ,0
#cakehamper basket arrive :) best gonna busy 2 get finish product ready see #excited ,1
sure .. :) ,1
raining :( ,0
thank pauline :) ,1
wft .. can't watch awesome replay :-( ,0
send one please :) wont expose roast <3 ,1
kik guy hunde 6 #kik #kikhorny #tagsforlikes #skype #kikchat #amazon #kikhorny :( ,0
still hop :( #zayniscomingbackonjuly26 ,0
nice tweet :) follow ,1
cute bag :) #freebiefriday ,1
hahahaha way :p must wear ah school uniform ,1
anything need wake :) ,1
trust back :) ,1
best get little lady pj's need go wallpaper mom :( really cba today ,0
headline 2017 :) ,1
kill :) :) ,1
fav dm :) ,1
like :( ,0
hi would like concert let know city country i'll start work thanks :) ,1
figure :-) ,1
nobody tell side twitter cs sorry :( ,0
simple generally good like glass shatter one nice contrast :) ,1
actually decide come see ive tried give like 3 times :( ,0
foot hurt :( ,0
keep try get :) ,1
rain god's way tell time nap :-) hehe ,1
three hour leave :( ,0
day dozen parents children killed baby shark selfie :( ,0
need get use wake alone :( ,0
that's fair happen :( ,0
wanted sleep time guess get ... morning :) ,1
hi peter we've pen 2 year can't get there's even spar office anymore either :( ,0
thanks retweet judy :) ,1
thank take time tweet us annabel we'll pas london bridge team :) ,1
nuf tease already show us alien everyday seem get close see alien cousin :-) ,1
thanks :) ,1
wish honma would win :( ,0
today finally time work xcylin :d ,1
want chicken nugget :( ,0
boring time :( know ... ,0
know.for limited prepay stuff :( ,0
school start next monday ohgod :( ,0
welcome :d ,1
ahm ... i've never london ... holiday outside ireland nearly 8 year :( never get chance cash go ,0
gotta love timezones :p ,1
traffic :-( ,0
:-) ,1
thanks ... post 1 every night ... usually jamie ian ... :) ,1
going real :) ,1
love author pic mwf programme go rock :) ,1
